学名,x,y,日期,地址,数量,目,科,种,保护级别
Platalea leucorodia,113.6612463,34.90620544,2025/11/13,花园口,30,鹈形目,鹮科,白琵鹭,Ⅱ
Podiceps ruficollis,113.6612463,34.90620544,2025/4/26,花园口,6,䴙䴘目,䴙䴘科,小,
Podiceps ruficollis,113.6612463,34.90620544,2025/11/13,花园口,1,䴙䴘目,䴙䴘科,小,
Pycnonotus sinensis ,113.6612463,34.90620544,2025/4/25,花园口,6,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6612463,34.90620544,2025/4/26,花园口,6,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6612463,34.90620544,2025/5/27,花园口,13,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6612463,34.90620544,2025/11/22,花园口,17,雀形目,鹎科,白头鹎,
Rallus aquaticus ,113.6612463,34.90620544,2025/4/20,花园口,1,鹤形目, 秧鸡科,普通秧鸡,
Rallus aquaticus ,113.6612463,34.90620544,2025/4/25,花园口,1,鹤形目, 秧鸡科,普通秧鸡,
Saxicola stejnegeri,113.6612463,34.90620544,2025/4/25,花园口,1,雀形目,鹟科,东亚石䳭,
Saxicola stejnegeri,113.6612463,34.90620544,2025/4/26,花园口,1,雀形目,鹟科,东亚石䳭,
Saxicola torquata ,113.6612463,34.90620544,2025/4/26,花园口,3,雀形目,鹟科,黑喉石䳭（东亚）,
Spizixos semitorques ,113.6612463,34.90620544,2025/5/27,花园口,1,雀形目,鹎科,领雀嘴鹎,
Sterna hirundo,113.6612463,34.90620544,2025/4/26,花园口,1,鸻形目,  鸥科,普通燕鸥,
Sterna hirundo,113.6612463,34.90620544,2025/4/26,花园口,20,鸻形目,  鸥科,普通燕鸥,
Streptopelia chinensis,113.6612463,34.90620544,2025/4/26,花园口,15,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.6612463,34.90620544,2025/5/27,花园口,3,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.6612463,34.90620544,2025/4/20,花园口,2,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6612463,34.90620544,2025/4/25,花园口,2,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6612463,34.90620544,2025/4/26,花园口,10,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6612463,34.90620544,2025/9/24,花园口,10,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6612463,34.90620544,2025/11/13,花园口,1,鸽形目,鸠鸽科,山斑鸠,
Sturnus cineraceus,113.6612463,34.90620544,2025/4/25,花园口,1,雀形目,椋鸟科,灰椋鸟,
Sturnus cineraceus,113.6612463,34.90620544,2025/5/27,花园口,6,雀形目,椋鸟科,灰椋鸟,
Tringa glareola,113.6612463,34.90620544,2025/4/20,花园口,1,鸻形目,鹬科,林鹬,
Tringa glareola,113.6612463,34.90620544,2025/4/25,花园口,1,鸻形目,鹬科,林鹬,
Tringa nebularia,113.6612463,34.90620544,2025/4/26,花园口,6,鸻形目,鹬科,青脚鹬,
Tringa nebularia,113.6612463,34.90620544,2025/4/26,花园口,3,鸻形目,鹬科,青脚鹬,
Tringa nebularia,113.6612463,34.90620544,2025/11/13,花园口,7,鸻形目,鹬科,青脚鹬,
Tringa ochropus,113.6612463,34.90620544,2025/4/26,花园口,11,鸻形目,鹬科,白腰草鹬,
Turdus merula ,113.6612463,34.90620544,2025/4/26,花园口,2,雀形目,鸫科,乌鸫,
Upupa epops ,113.6612463,34.90620544,2025/4/26,花园口,1,犀鸟目,戴胜科,戴胜,
Urocissa erythrorhyncha ,113.6612463,34.90620544,2025/4/25,花园口,1,雀形目,鸦科,红嘴蓝鹊,
Urocissa erythrorhyncha ,113.6612463,34.90620544,2025/4/26,花园口,2,雀形目,鸦科,红嘴蓝鹊,
Vanellus cinereus,113.6612463,34.90620544,2025/4/26,花园口,2,鸻形目,鸻科,灰头麦鸡,
Vanellus cinereus,113.6612463,34.90620544,2025/4/26,花园口,4,鸻形目,鸻科,灰头麦鸡,
Vanellus cinereus,113.6612463,34.90620544,2025/5/27,花园口,6,鸻形目,鸻科,灰头麦鸡,
Zosterops erthropleurus,113.6612463,34.90620544,2025/4/25,花园口,1,雀形目,莺鹛科,红胁绣眼鸟,Ⅱ
Zosterops japonicus,113.6612463,34.90620544,2025/4/25,花园口,1,雀形目,绣眼鸟科,暗绿绣眼鸟,
Alauda arvensis ,113.7248039,34.87132034,2025/1/5,中牟,50,雀形目,百灵科,云雀,Ⅱ
Alauda arvensis ,113.7248039,34.87132034,2025/2/7,中牟,1,雀形目,百灵科,云雀,Ⅱ
Alauda arvensis ,113.7248039,34.87132034,2025/2/11,中牟,30,雀形目,百灵科,云雀,Ⅱ
Alauda arvensis ,113.7248039,34.87132034,2025/3/10,中牟,10,雀形目,百灵科,云雀,Ⅱ
Alauda arvensis ,113.7248039,34.87132034,2025/11/18,中牟,10,雀形目,百灵科,云雀,Ⅱ
Anas falcata,113.7248039,34.87132034,2025/2/11,中牟,10,雁形目,鸭科,罗纹鸭,
Anas falcata,113.7248039,34.87132034,2025/3/10,中牟,20,雁形目,鸭科,罗纹鸭,
Anas platyrhynchos,113.7248039,34.87132034,2025/2/11,中牟,50,雁形目,鸭科,绿头鸭,
Anas platyrhynchos,113.7248039,34.87132034,2025/3/10,中牟,10,雁形目,鸭科,绿头鸭,
Anas poecilorhyncha ,113.7248039,34.87132034,2025/3/10,中牟,10,雁形目,鸭科,斑嘴鸭,
Anthus rubescens ,113.7248039,34.87132034,2025/2/12,中牟,5,雀形目,鹡鸰科,黄腹鹨,
Ardea alba ,113.7248039,34.87132034,2025/3/10,中牟,10,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.7248039,34.87132034,2025/2/11,中牟,2,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.7248039,34.87132034,2025/3/10,中牟,10,鹈形目,鹭科,苍鹭,
Buteo buteo ,113.7248039,34.87132034,2025/2/7,中牟,1,鹰形目,鹰科,普通鵟,Ⅱ
Buteo buteo ,113.7248039,34.87132034,2025/2/9,中牟,1,鹰形目,鹰科,普通鵟,Ⅱ
Coturnix japonica,113.7248039,34.87132034,2025/1/5,中牟,2,鸡形目,雉科,鹌鹑,
Cyanopica cyanus ,113.7248039,34.87132034,2025/3/10,中牟,20,雀形目,鸦科,灰喜鹊,
Cygnus columbianus,113.7248039,34.87132034,2025/3/10,中牟,100,雁形目,鸭科,小天鹅,Ⅱ
Emberiza cioides ,113.7248039,34.87132034,2025/2/12,中牟,5,雀形目,鹀科,三道眉草鹀,
Emberiza pallasi ,113.7248039,34.87132034,2025/2/11,中牟,3,雀形目,鹀科,苇鹀,
Emberiza pallasi ,113.7248039,34.87132034,2025/3/10,中牟,4,雀形目,鹀科,苇鹀,
Emberiza yessoensis,113.7248039,34.87132034,2025/2/11,中牟,10,雀形目,鹀科,红颈苇鹀,
Emberiza yessoensis,113.7248039,34.87132034,2025/3/10,中牟,1,雀形目,鹀科,红颈苇鹀,
Falco columbarius,113.7248039,34.87132034,2025/2/11,中牟,1,隼形目,  隼科,灰背隼,Ⅱ
Falco peregrinus ,113.7248039,34.87132034,2025/2/11,中牟,1,隼形目,  隼科,游隼,Ⅱ
Falco peregrinus ,113.7248039,34.87132034,2025/2/15,中牟,1,隼形目,  隼科,游隼,Ⅱ
Falco tinnunculus ,113.7248039,34.87132034,2025/11/18,中牟,1,隼形目,  隼科,红隼,Ⅱ
Fringilla montifringilla,113.7248039,34.87132034,2025/2/7,中牟,1,雀形目,燕雀科,燕雀,
Grus grus ,113.7248039,34.87132034,2025/1/5,中牟,102,鹤形目,鹤科,灰鹤,Ⅱ
Grus grus ,113.7248039,34.87132034,2025/2/7,中牟,7,鹤形目,鹤科,灰鹤,Ⅱ
Grus grus ,113.7248039,34.87132034,2025/2/9,中牟,10,鹤形目,鹤科,灰鹤,Ⅱ
Grus grus ,113.7248039,34.87132034,2025/2/15,中牟,100,鹤形目,鹤科,灰鹤,Ⅱ
Lanius schach ,113.7248039,34.87132034,2025/2/12,中牟,1,雀形目,伯劳科,棕背伯劳,
Lanius sphenocercus ,113.7248039,34.87132034,2025/2/11,中牟,1,雀形目,伯劳科,楔尾伯劳,
Lanius sphenocercus ,113.7248039,34.87132034,2025/2/12,中牟,1,雀形目,伯劳科,楔尾伯劳,
Larus vegae,113.7248039,34.87132034,2025/1/5,中牟,1,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.7248039,34.87132034,2025/2/11,中牟,3,鸻形目,  鸥科,西伯利亚银鸥,
Mergus merganser ,113.7248039,34.87132034,2025/2/11,中牟,8,雁形目,鸭科,普通秋沙鸭,
Mergus merganser ,113.7248039,34.87132034,2025/3/10,中牟,4,雁形目,鸭科,普通秋沙鸭,
Motacilla alba ,113.7248039,34.87132034,2025/3/10,中牟,1,雀形目,鹡鸰科,白鹡鸰,
Otis tarda ,113.7248039,34.87132034,2025/1/5,中牟,71,鸨形目,鸨科,大鸨,Ⅰ
Otis tarda ,113.7248039,34.87132034,2025/2/7,中牟,4,鸨形目,鸨科,大鸨,Ⅰ
Otis tarda ,113.7248039,34.87132034,2025/2/9,中牟,87,鸨形目,鸨科,大鸨,Ⅰ
Otis tarda ,113.7248039,34.87132034,2025/2/11,中牟,6,鸨形目,鸨科,大鸨,Ⅰ
Otis tarda ,113.7248039,34.87132034,2025/2/12,中牟,73,鸨形目,鸨科,大鸨,Ⅰ
Otis tarda ,113.7248039,34.87132034,2025/2/15,中牟,20,鸨形目,鸨科,大鸨,Ⅰ
Paradoxornis webbianus ,113.7248039,34.87132034,2025/3/10,中牟,10,雀形目,莺鹛科,棕头鸦雀,
Passer montanus ,113.7248039,34.87132034,2025/1/5,中牟,10,雀形目,雀科,麻雀,
Passer montanus ,113.7248039,34.87132034,2025/2/9,中牟,50,雀形目,雀科,麻雀,
Passer montanus ,113.7248039,34.87132034,2025/2/12,中牟,20,雀形目,雀科,麻雀,
"Phalacrocorax carbo 
",113.7248039,34.87132034,2025/1/5,中牟,1,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.7248039,34.87132034,2025/2/11,中牟,10,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.7248039,34.87132034,2025/1/5,中牟,23,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.7248039,34.87132034,2025/2/9,中牟,2,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.7248039,34.87132034,2025/2/11,中牟,20,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.7248039,34.87132034,2025/2/12,中牟,20,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.7248039,34.87132034,2025/2/15,中牟,1,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.7248039,34.87132034,2025/3/10,中牟,4,鸡形目,雉科,环颈雉,
Pica pica ,113.7248039,34.87132034,2025/1/5,中牟,1,雀形目,鸦科,喜鹊,
Pica pica ,113.7248039,34.87132034,2025/2/7,中牟,1,雀形目,鸦科,喜鹊,
Pica pica ,113.7248039,34.87132034,2025/2/9,中牟,30,雀形目,鸦科,喜鹊,
Pica pica ,113.7248039,34.87132034,2025/2/11,中牟,50,雀形目,鸦科,喜鹊,
Pica pica ,113.7248039,34.87132034,2025/3/10,中牟,20,雀形目,鸦科,喜鹊,
Sterna hirundo,113.7248039,34.87132034,2025/5/2,中牟,10,鸻形目,  鸥科,普通燕鸥,
Streptopelia chinensis,113.7248039,34.87132034,2025/1/5,中牟,1,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.7248039,34.87132034,2025/2/9,中牟,2,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.7248039,34.87132034,2025/2/12,中牟,10,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.7248039,34.87132034,2025/1/5,中牟,1,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.7248039,34.87132034,2025/2/9,中牟,10,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.7248039,34.87132034,2025/2/12,中牟,100,鸽形目,鸠鸽科,山斑鸠,
Sturnus vulgaris,113.7248039,34.87132034,2025/1/5,中牟,56,雀形目,椋鸟科,紫翅椋鸟,
Sturnus vulgaris,113.7248039,34.87132034,2025/2/15,中牟,10,雀形目,椋鸟科,紫翅椋鸟,
Upupa epops ,113.7248039,34.87132034,2025/1/5,中牟,1,犀鸟目,戴胜科,戴胜,
Upupa epops ,113.7248039,34.87132034,2025/2/11,中牟,6,犀鸟目,戴胜科,戴胜,
Upupa epops ,113.7248039,34.87132034,2025/2/12,中牟,1,犀鸟目,戴胜科,戴胜,
Upupa epops ,113.7248039,34.87132034,2025/5/2,中牟,1,犀鸟目,戴胜科,戴胜,
Vanellus cinereus,113.7248039,34.87132034,2025/3/10,中牟,8,鸻形目,鸻科,灰头麦鸡,
Acrocephalus bistrigiceps,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,苇莺科,黑眉苇莺,
Acrocephalus orientalis,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,苇莺科,东方大苇莺,
Aegithalos caudatus ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,长尾山雀科,银喉长尾山雀,
Aegithalos concinnus ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,长尾山雀科,红头长尾山雀,
Anas crecca ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,4,雁形目,鸭科,绿翅鸭,
Anas poecilorhyncha ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,4,雁形目,鸭科,斑嘴鸭,
Ardea alba ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,鹈形目,鹭科,苍鹭,
Cecropis daurica ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目, 燕科,金腰燕,
Circus melanoleucos,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,鹰形目,鹰科,鹊鹞,Ⅱ
Circus spilonotus,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,2,鹰形目,鹰科,白腹鹞,Ⅱ
Cyanopica cyanus ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,鸦科,灰喜鹊,
Egretta garzetta ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,鹈形目,鹭科,白鹭,
Elanus caeruleus,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,鹰形目,鹰科,黑翅鸢,Ⅱ
Emberiza aureola,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,2,雀形目,鹀科,黄胸鹀,Ⅰ
Falco tinnunculus ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,隼形目,  隼科,红隼,Ⅱ
Hirundo rustica ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目, 燕科,家燕,
Luscinia calliope,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,鹟科,红喉歌鸲,Ⅱ
Luscinia svecica,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,鹟科,蓝喉歌鸲,Ⅱ
Muscicapa dauurica,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,鹟科,北灰鹟,
Paradoxornis webbianus ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,莺鹛科,棕头鸦雀,
Pardaliparus venustulus,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,山雀科,黄腹山雀,
Parus major ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,山雀科,大山雀（远东山雀）,
Passer montanus ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,雀科,麻雀,
"Phalacrocorax carbo 
",113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,鸡形目,雉科,环颈雉,
Phylloscopus fuscatus,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,柳莺科,褐柳莺,
Phylloscopus inornatus,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,柳莺科,黄眉柳莺,
Phylloscopus plumbeitarsus,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,柳莺科,双斑绿柳莺,
Phylloscopus proregulus,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,柳莺科,黄腰柳莺,
Phylloscopus schwarzi,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,柳莺科,巨嘴柳莺,
Pica pica ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,鸦科,喜鹊,
Recurvirostra avosetta,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,6,鸻形目,反嘴鹬科,反嘴鹬,
Riparia riparia ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目, 燕科,崖沙燕,
Sturnus cineraceus,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,椋鸟科,灰椋鸟,
Upupa epops ,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,犀鸟目,戴胜科,戴胜,
Zoothera dauma,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,鸫科,虎斑地鸫,
Zosterops erthropleurus,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,莺鹛科,红胁绣眼鸟,Ⅱ
Zosterops japonicus,113.7248039,34.87132034,2025/10/1,中牟黄河湿地,1,雀形目,绣眼鸟科,暗绿绣眼鸟,
Acridotheres cristatellus ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,雀形目,椋鸟科,八哥,
Acrocephalus bistrigiceps,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,雀形目,苇莺科,黑眉苇莺,
Aegithalos caudatus ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,20,雀形目,长尾山雀科,银喉长尾山雀,
Anas falcata,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,雁形目,鸭科,罗纹鸭,
Anas poecilorhyncha ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,雁形目,鸭科,斑嘴鸭,
Anthus hodgsoni ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,2,雀形目,鹡鸰科,树鹨,
Anthus richardi,113.7248039,34.87132034,2025/10/4,中牟黄河滩,20,雀形目,鹡鸰科,田鹨（理氏鹨）,
Ardea alba ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,鹈形目,鹭科,苍鹭,
Ardeola bacchus ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,2,鹈形目,鹭科,池鹭,
Circus melanoleucos,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,鹰形目,鹰科,鹊鹞,Ⅱ
Circus spilonotus,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,鹰形目,鹰科,白腹鹞,Ⅱ
Cisticola juncidis ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,10,雀形目,扇尾莺科,棕扇尾莺,
Egretta garzetta ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,鹈形目,鹭科,白鹭,
Elanus caeruleus,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,鹰形目,鹰科,黑翅鸢,Ⅱ
Emberiza aureola,113.7248039,34.87132034,2025/10/4,中牟黄河滩,20,雀形目,鹀科,黄胸鹀,Ⅰ
Eophona migratoria ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,60,雀形目,燕雀科,黑尾蜡嘴雀,
Falco tinnunculus ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,隼形目,  隼科,红隼,Ⅱ
Lanius schach ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,雀形目,伯劳科,棕背伯劳,
Locustella lanceolata,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,雀形目,扇尾莺科,矛斑蝗莺,
Milvus migrans,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,鹰形目,鹰科,黑鸢,Ⅱ
Pandion haliaetus,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,鹰形目,鹗科,鹗,Ⅱ
Passer montanus ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,雀形目,雀科,麻雀,
Pericrocotus cantonensis,113.7248039,34.87132034,2025/10/4,中牟黄河滩,10,雀形目,鹃鵙科,小灰山椒鸟,
Phasianus colchicus ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,8,鸡形目,雉科,环颈雉,
Phylloscopus fuscatus,113.7248039,34.87132034,2025/10/4,中牟黄河滩,2,雀形目,柳莺科,褐柳莺,
Phylloscopus inornatus,113.7248039,34.87132034,2025/10/4,中牟黄河滩,20,雀形目,柳莺科,黄眉柳莺,
Pycnonotus sinensis ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,雀形目,鹎科,白头鹎,
Riparia riparia ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,雀形目, 燕科,崖沙燕,
Saxicola stejnegeri,113.7248039,34.87132034,2025/10/4,中牟黄河滩,5,雀形目,鹟科,东亚石䳭,
Streptopelia orientalis ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,鸽形目,鸠鸽科,山斑鸠,
Tringa nebularia,113.7248039,34.87132034,2025/10/4,中牟黄河滩,1,鸻形目,鹬科,青脚鹬,
Upupa epops ,113.7248039,34.87132034,2025/10/4,中牟黄河滩,2,犀鸟目,戴胜科,戴胜,
Zosterops erthropleurus,113.7248039,34.87132034,2025/10/4,中牟黄河滩,10,雀形目,莺鹛科,红胁绣眼鸟,Ⅱ
Anas falcata,113.8047981,34.87800986,2025/3/10,金水·马渡,1,雁形目,鸭科,罗纹鸭,
Anas falcata,113.8047981,34.87800986,2025/3/18,金水·马渡,100,雁形目,鸭科,罗纹鸭,
Anas platyrhynchos,113.8047981,34.87800986,2025/3/10,金水·马渡,10,雁形目,鸭科,绿头鸭,
Anas platyrhynchos,113.8047981,34.87800986,2025/3/18,金水·马渡,5,雁形目,鸭科,绿头鸭,
Anas poecilorhyncha ,113.8047981,34.87800986,2025/3/10,金水·马渡,10,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.8047981,34.87800986,2025/3/18,金水·马渡,5,雁形目,鸭科,斑嘴鸭,
Ardea alba ,113.8047981,34.87800986,2025/3/18,金水·马渡,1,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.8047981,34.87800986,2025/3/10,金水·马渡,1,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.8047981,34.87800986,2025/3/18,金水·马渡,50,鹈形目,鹭科,苍鹭,
Cygnus columbianus,113.8047981,34.87800986,2025/3/18,金水·马渡,50,雁形目,鸭科,小天鹅,Ⅱ
Emberiza rustica ,113.8047981,34.87800986,2025/3/10,金水·马渡,3,雀形目,鹀科,田鹀,
Fulica atra ,113.8047981,34.87800986,2025/3/18,金水·马渡,15,鹤形目, 秧鸡科,骨顶鸡,
Larus vegae,113.8047981,34.87800986,2025/3/10,金水·马渡,2,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.8047981,34.87800986,2025/3/18,金水·马渡,20,鸻形目,  鸥科,西伯利亚银鸥,
Mergus merganser ,113.8047981,34.87800986,2025/3/10,金水·马渡,1,雁形目,鸭科,普通秋沙鸭,
Motacilla alba ,113.8047981,34.87800986,2025/3/10,金水·马渡,2,雀形目,鹡鸰科,白鹡鸰,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/3/10,金水·马渡,10,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/3/18,金水·马渡,30,鲣鸟目,鸬鹚科,普通鸬鹚,
Pica pica ,113.8047981,34.87800986,2025/3/10,金水·马渡,30,雀形目,鸦科,喜鹊,
Picus canus ,113.8047981,34.87800986,2025/3/10,金水·马渡,2,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Platalea leucorodia,113.8047981,34.87800986,2025/3/10,金水·马渡,5,鹈形目,鹮科,白琵鹭,Ⅱ
Platalea leucorodia,113.8047981,34.87800986,2025/3/18,金水·马渡,20,鹈形目,鹮科,白琵鹭,Ⅱ
Seicercus albogularis,113.8047981,34.87800986,2025/3/10,金水·马渡,5,雀形目,树莺科,棕脸鹟莺,
Tadorna ferruginea,113.8047981,34.87800986,2025/3/18,金水·马渡,2,雁形目,鸭科,赤麻鸭,
 Asio otus,113.8047981,34.87800986,2025/12/14,金水马渡,7,鸮形目,鸱鸮科,长耳鸮,Ⅱ
 Bombycilla garrulus,113.8047981,34.87800986,2025/11/25,金水马渡,1,雀形目,大平鸟科,大平鸟,
 Bombycilla garrulus,113.8047981,34.87800986,2025/11/25,金水马渡,1,雀形目,大平鸟科,大平鸟,
 Bombycilla japonica,113.8047981,34.87800986,2025/11/25,金水马渡,14,雀形目,大平鸟科,小太平鸟,
 Bombycilla japonica,113.8047981,34.87800986,2025/11/25,金水马渡,17,雀形目,大平鸟科,小太平鸟,
 Bombycilla japonica,113.8047981,34.87800986,2025/11/29,金水马渡,40,雀形目,大平鸟科,小太平鸟,
 Bombycilla japonica,113.8047981,34.87800986,2025/12/3,金水马渡,20,雀形目,大平鸟科,小太平鸟,
 Bombycilla japonica,113.8047981,34.87800986,2025/12/7,金水马渡,10,雀形目,大平鸟科,小太平鸟,
Accipiter nisus,113.8047981,34.87800986,2025/11/8,金水马渡,1,鹰形目,鹰科,雀鹰,Ⅱ
Accipiter nisus,113.8047981,34.87800986,2025/11/25,金水马渡,1,鹰形目,鹰科,雀鹰,Ⅱ
Accipiter nisus,113.8047981,34.87800986,2025/11/29,金水马渡,1,鹰形目,鹰科,雀鹰,Ⅱ
Acridotheres cristatellus ,113.8047981,34.87800986,2025/11/29,金水马渡,1,雀形目,椋鸟科,八哥,
Aegithalos caudatus ,113.8047981,34.87800986,2025/12/7,金水马渡,10,雀形目,长尾山雀科,银喉长尾山雀,
Aegithalos concinnus ,113.8047981,34.87800986,2025/11/25,金水马渡,5,雀形目,长尾山雀科,红头长尾山雀,
Alauda arvensis ,113.8047981,34.87800986,2025/11/8,金水马渡,1,雀形目,百灵科,云雀,Ⅱ
Alcedo atthis ,113.8047981,34.87800986,2025/11/8,金水马渡,1,佛法僧目,翠鸟科,普通翠鸟,
Anas acuta,113.8047981,34.87800986,2025/11/25,金水马渡,3,雁形目,鸭科,针尾鸭,
Anas acuta,113.8047981,34.87800986,2025/12/6,金水马渡,10,雁形目,鸭科,针尾鸭,
Anas crecca ,113.8047981,34.87800986,2025/11/8,金水马渡,20,雁形目,鸭科,绿翅鸭,
Anas crecca ,113.8047981,34.87800986,2025/12/5,金水马渡,10,雁形目,鸭科,绿翅鸭,
Anas crecca ,113.8047981,34.87800986,2025/12/7,金水马渡,200,雁形目,鸭科,绿翅鸭,
Anas crecca ,113.8047981,34.87800986,2025/12/8,金水马渡,100,雁形目,鸭科,绿翅鸭,
Anas falcata,113.8047981,34.87800986,2025/11/30,金水马渡,10,雁形目,鸭科,罗纹鸭,
Anas platyrhynchos,113.8047981,34.87800986,2025/11/8,金水马渡,5,雁形目,鸭科,绿头鸭,
Anas platyrhynchos,113.8047981,34.87800986,2025/11/25,金水马渡,20,雁形目,鸭科,绿头鸭,
Anas platyrhynchos,113.8047981,34.87800986,2025/11/29,金水马渡,2,雁形目,鸭科,绿头鸭,
